,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,WHH,WHD,WHA,H_ATT,H_MID,H_DEF,H_OVR,A_ATT,A_MID,A_DEF,A_OVR
2555,2014/2015,04/03/15,Stoke,Everton,2.0,0.0,H,1.0,0.0,H,M Clattenburg,11.0,10.0,3.0,5.0,11.0,14.0,5.0,6.0,2.0,2.0,0.0,0.0,2.5,3.1,3.0,76.0,75.0,74.0,76.0,78.0,78.0,78.0,78.0
2556,2014/2015,04/03/15,Tottenham,Swansea,3.0,2.0,H,1.0,1.0,D,M Oliver,20.0,10.0,7.0,5.0,14.0,7.0,6.0,4.0,1.0,0.0,0.0,0.0,1.75,3.4,5.0,78.0,77.0,77.0,78.0,77.0,74.0,74.0,75.0
2557,2014/2015,04/03/15,West Ham,Chelsea,0.0,1.0,A,0.0,1.0,A,A Marriner,18.0,12.0,5.0,3.0,10.0,10.0,5.0,4.0,3.0,4.0,0.0,0.0,5.0,4.0,1.62,75.0,74.0,72.0,75.0,82.0,82.0,81.0,83.0
2558,2014/2015,07/03/15,QPR,Tottenham,1.0,2.0,A,0.0,1.0,A,C Pawson,17.0,13.0,6.0,6.0,15.0,12.0,3.0,5.0,1.0,2.0,0.0,0.0,5.0,3.2,1.83,74.0,74.0,71.0,75.0,78.0,77.0,77.0,78.0
2559,2014/2015,14/03/15,Arsenal,West Ham,3.0,0.0,H,1.0,0.0,H,A Taylor,19.0,7.0,9.0,1.0,10.0,9.0,7.0,5.0,1.0,1.0,0.0,0.0,1.4,4.5,8.0,80.0,80.0,77.0,80.0,75.0,74.0,72.0,75.0
2560,2014/2015,14/03/15,Burnley,Man City,1.0,0.0,H,0.0,0.0,D,A Marriner,10.0,21.0,4.0,5.0,6.0,9.0,2.0,6.0,2.0,1.0,0.0,0.0,7.0,4.5,1.44,71.0,70.0,71.0,70.0,83.0,82.0,81.0,82.0
2561,2014/2015,14/03/15,Crystal Palace,QPR,3.0,1.0,H,3.0,0.0,H,L Mason,15.0,11.0,4.0,4.0,17.0,16.0,6.0,3.0,1.0,3.0,0.0,0.0,1.75,3.6,4.75,73.0,73.0,73.0,73.0,74.0,74.0,71.0,75.0
2562,2014/2015,14/03/15,Leicester,Hull,0.0,0.0,D,0.0,0.0,D,J Moss,15.0,12.0,3.0,5.0,10.0,15.0,7.0,5.0,0.0,4.0,0.0,1.0,2.25,3.1,3.4,71.0,72.0,68.0,72.0,75.0,73.0,70.0,73.0
2563,2014/2015,14/03/15,Sunderland,Aston Villa,0.0,4.0,A,0.0,4.0,A,N Swarbrick,12.0,14.0,2.0,8.0,10.0,9.0,2.0,5.0,1.0,1.0,0.0,0.0,2.4,3.0,3.2,76.0,73.0,72.0,74.0,72.0,74.0,74.0,75.0
2564,2014/2015,14/03/15,West Brom,Stoke,1.0,0.0,H,1.0,0.0,H,M Oliver,14.0,9.0,5.0,2.0,7.0,16.0,7.0,5.0,1.0,2.0,0.0,0.0,2.4,3.0,3.25,74.0,74.0,71.0,74.0,76.0,75.0,74.0,76.0
2565,2014/2015,15/03/15,Chelsea,Southampton,1.0,1.0,D,1.0,1.0,D,M Dean,22.0,12.0,7.0,5.0,10.0,11.0,9.0,2.0,3.0,3.0,0.0,0.0,1.62,3.6,6.0,82.0,82.0,81.0,83.0,77.0,75.0,76.0,76.0
2566,2014/2015,15/03/15,Everton,Newcastle,3.0,0.0,H,1.0,0.0,H,M Atkinson,15.0,12.0,9.0,4.0,11.0,9.0,3.0,4.0,1.0,2.0,0.0,1.0,1.85,3.4,4.5,78.0,78.0,78.0,78.0,74.0,75.0,74.0,75.0
2567,2014/2015,15/03/15,Man United,Tottenham,3.0,0.0,H,3.0,0.0,H,M Clattenburg,11.0,5.0,3.0,1.0,12.0,10.0,4.0,2.0,1.0,1.0,0.0,0.0,1.95,3.4,4.0,85.0,80.0,75.0,81.0,78.0,77.0,77.0,78.0
2568,2014/2015,16/03/15,Swansea,Liverpool,0.0,1.0,A,0.0,0.0,D,R East,10.0,16.0,3.0,5.0,13.0,16.0,4.0,5.0,0.0,3.0,0.0,0.0,4.0,3.1,2.05,77.0,74.0,74.0,75.0,79.0,78.0,75.0,79.0
2569,2014/2015,21/03/15,Aston Villa,Swansea,0.0,1.0,A,0.0,0.0,D,R Madley,12.0,9.0,3.0,6.0,13.0,9.0,4.0,9.0,0.0,0.0,0.0,0.0,2.4,3.1,3.1,72.0,74.0,74.0,75.0,77.0,74.0,74.0,75.0
2570,2014/2015,21/03/15,Man City,West Brom,3.0,0.0,H,2.0,0.0,H,N Swarbrick,43.0,3.0,16.0,0.0,6.0,5.0,9.0,2.0,0.0,0.0,0.0,1.0,1.33,5.0,9.0,83.0,82.0,81.0,82.0,74.0,74.0,71.0,74.0
2571,2014/2015,21/03/15,Newcastle,Arsenal,1.0,2.0,A,0.0,2.0,A,M Jones,16.0,7.0,4.0,3.0,11.0,7.0,9.0,4.0,0.0,0.0,0.0,0.0,6.0,3.75,1.6,74.0,75.0,74.0,75.0,80.0,80.0,77.0,80.0
2572,2014/2015,21/03/15,Southampton,Burnley,2.0,0.0,H,1.0,0.0,H,R East,20.0,15.0,3.0,3.0,10.0,7.0,10.0,5.0,0.0,0.0,0.0,0.0,1.44,4.0,8.0,77.0,75.0,76.0,76.0,71.0,70.0,71.0,70.0
2573,2014/2015,21/03/15,Stoke,Crystal Palace,1.0,2.0,A,1.0,2.0,A,A Marriner,17.0,12.0,4.0,3.0,15.0,14.0,8.0,4.0,3.0,4.0,0.0,0.0,2.15,3.2,3.5,76.0,75.0,74.0,76.0,73.0,73.0,73.0,73.0
2574,2014/2015,21/03/15,Tottenham,Leicester,4.0,3.0,H,2.0,1.0,H,M Dean,10.0,14.0,4.0,5.0,8.0,9.0,4.0,4.0,2.0,1.0,0.0,0.0,1.6,4.0,5.5,78.0,77.0,77.0,78.0,71.0,72.0,68.0,72.0
2575,2014/2015,21/03/15,West Ham,Sunderland,1.0,0.0,H,0.0,0.0,D,L Mason,15.0,7.0,4.0,3.0,14.0,11.0,6.0,4.0,0.0,1.0,0.0,0.0,1.85,3.5,4.33,75.0,74.0,72.0,75.0,76.0,73.0,72.0,74.0
2576,2014/2015,22/03/15,Hull,Chelsea,2.0,3.0,A,2.0,2.0,D,M Oliver,19.0,8.0,8.0,3.0,14.0,11.0,6.0,6.0,0.0,2.0,0.0,0.0,7.0,4.0,1.5,75.0,73.0,70.0,73.0,82.0,82.0,81.0,83.0
2577,2014/2015,22/03/15,Liverpool,Man United,1.0,2.0,A,0.0,1.0,A,M Atkinson,7.0,6.0,1.0,4.0,14.0,17.0,2.0,3.0,2.0,2.0,1.0,0.0,2.1,3.25,3.5,79.0,78.0,75.0,79.0,85.0,80.0,75.0,81.0
2578,2014/2015,22/03/15,QPR,Everton,1.0,2.0,A,0.0,1.0,A,J Moss,14.0,8.0,1.0,3.0,11.0,12.0,1.0,3.0,2.0,1.0,0.0,0.0,3.3,3.3,2.2,74.0,74.0,71.0,75.0,78.0,78.0,78.0,78.0
2579,2014/2015,04/04/15,Arsenal,Liverpool,4.0,1.0,H,3.0,0.0,H,A Taylor,16.0,13.0,10.0,2.0,7.0,9.0,6.0,5.0,1.0,0.0,0.0,1.0,1.83,3.4,4.5,80.0,80.0,77.0,80.0,79.0,78.0,75.0,79.0
2580,2014/2015,04/04/15,Chelsea,Stoke,2.0,1.0,H,1.0,1.0,D,J Moss,19.0,7.0,10.0,2.0,5.0,22.0,9.0,0.0,1.0,6.0,0.0,0.0,1.29,5.0,12.0,82.0,82.0,81.0,83.0,76.0,75.0,74.0,76.0
2581,2014/2015,04/04/15,Everton,Southampton,1.0,0.0,H,1.0,0.0,H,L Mason,11.0,11.0,1.0,2.0,12.0,17.0,4.0,10.0,0.0,1.0,0.0,0.0,2.6,3.1,2.8,78.0,78.0,78.0,78.0,77.0,75.0,76.0,76.0
2582,2014/2015,04/04/15,Leicester,West Ham,2.0,1.0,H,1.0,1.0,D,M Clattenburg,20.0,14.0,7.0,7.0,12.0,10.0,7.0,6.0,0.0,3.0,0.0,0.0,2.25,3.4,3.1,71.0,72.0,68.0,72.0,75.0,74.0,72.0,75.0
2583,2014/2015,04/04/15,Man United,Aston Villa,3.0,1.0,H,1.0,0.0,H,R East,19.0,4.0,7.0,2.0,15.0,12.0,10.0,2.0,0.0,1.0,0.0,0.0,1.33,4.8,10.0,85.0,80.0,75.0,81.0,72.0,74.0,74.0,75.0
2584,2014/2015,04/04/15,Swansea,Hull,3.0,1.0,H,2.0,0.0,H,A Marriner,9.0,10.0,4.0,1.0,11.0,14.0,4.0,7.0,1.0,5.0,0.0,1.0,2.0,3.1,4.2,77.0,74.0,74.0,75.0,75.0,73.0,70.0,73.0
2585,2014/2015,04/04/15,West Brom,QPR,1.0,4.0,A,0.0,3.0,A,L Probert,21.0,12.0,6.0,7.0,6.0,15.0,2.0,4.0,2.0,3.0,1.0,0.0,1.73,3.3,5.5,74.0,74.0,71.0,74.0,74.0,74.0,71.0,75.0
2586,2014/2015,05/04/15,Burnley,Tottenham,0.0,0.0,D,0.0,0.0,D,M Atkinson,15.0,12.0,4.0,2.0,9.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0,3.5,3.1,2.2,71.0,70.0,71.0,70.0,78.0,77.0,77.0,78.0
2587,2014/2015,05/04/15,Sunderland,Newcastle,1.0,0.0,H,1.0,0.0,H,M Dean,16.0,10.0,4.0,1.0,14.0,18.0,8.0,4.0,5.0,2.0,0.0,0.0,2.62,3.1,2.8,76.0,73.0,72.0,74.0,74.0,75.0,74.0,75.0
2588,2014/2015,06/04/15,Crystal Palace,Man City,2.0,1.0,H,1.0,0.0,H,M Oliver,5.0,22.0,3.0,4.0,11.0,11.0,4.0,13.0,2.0,1.0,0.0,0.0,4.8,3.8,1.7,73.0,73.0,73.0,73.0,83.0,82.0,81.0,82.0
2589,2014/2015,07/04/15,Aston Villa,QPR,3.0,3.0,D,2.0,1.0,H,C Pawson,21.0,11.0,7.0,5.0,8.0,12.0,7.0,3.0,0.0,4.0,0.0,0.0,2.15,3.2,3.6,72.0,74.0,74.0,75.0,74.0,74.0,71.0,75.0
2590,2014/2015,11/04/15,Burnley,Arsenal,0.0,1.0,A,0.0,1.0,A,M Dean,8.0,17.0,4.0,5.0,15.0,7.0,1.0,6.0,2.0,0.0,0.0,0.0,6.0,3.8,1.57,71.0,70.0,71.0,70.0,80.0,80.0,77.0,80.0
2591,2014/2015,11/04/15,Southampton,Hull,2.0,0.0,H,0.0,0.0,D,K Friend,9.0,15.0,4.0,4.0,7.0,11.0,2.0,5.0,2.0,0.0,0.0,0.0,1.53,3.75,7.0,77.0,75.0,76.0,76.0,75.0,73.0,70.0,73.0
2592,2014/2015,11/04/15,Sunderland,Crystal Palace,1.0,4.0,A,0.0,0.0,D,A Taylor,12.0,14.0,3.0,5.0,15.0,17.0,8.0,4.0,2.0,2.0,0.0,0.0,2.7,3.1,2.7,76.0,73.0,72.0,74.0,73.0,73.0,73.0,73.0
2593,2014/2015,11/04/15,Swansea,Everton,1.0,1.0,D,0.0,1.0,A,M Oliver,11.0,12.0,3.0,8.0,18.0,12.0,3.0,6.0,3.0,3.0,0.0,0.0,2.5,3.2,2.9,77.0,74.0,74.0,75.0,78.0,78.0,78.0,78.0
2594,2014/2015,11/04/15,Tottenham,Aston Villa,0.0,1.0,A,0.0,1.0,A,L Probert,14.0,10.0,3.0,3.0,11.0,12.0,9.0,6.0,3.0,2.0,0.0,1.0,1.62,3.8,5.5,78.0,77.0,77.0,78.0,72.0,74.0,74.0,75.0
2595,2014/2015,11/04/15,West Brom,Leicester,2.0,3.0,A,2.0,1.0,H,M Atkinson,8.0,12.0,5.0,4.0,15.0,15.0,4.0,6.0,2.0,2.0,0.0,0.0,2.3,3.2,3.2,74.0,74.0,71.0,74.0,71.0,72.0,68.0,72.0
2596,2014/2015,11/04/15,West Ham,Stoke,1.0,1.0,D,1.0,0.0,H,R East,11.0,18.0,3.0,2.0,17.0,13.0,4.0,10.0,3.0,1.0,0.0,0.0,2.3,3.2,3.2,75.0,74.0,72.0,75.0,76.0,75.0,74.0,76.0
2597,2014/2015,12/04/15,Man United,Man City,4.0,2.0,H,2.0,1.0,H,M Clattenburg,11.0,10.0,7.0,3.0,9.0,16.0,1.0,5.0,0.0,3.0,0.0,0.0,2.7,3.1,2.7,85.0,80.0,75.0,81.0,83.0,82.0,81.0,82.0
2598,2014/2015,12/04/15,QPR,Chelsea,0.0,1.0,A,0.0,0.0,D,A Marriner,15.0,9.0,4.0,1.0,12.0,6.0,5.0,6.0,2.0,1.0,0.0,0.0,8.0,4.5,1.4,74.0,74.0,71.0,75.0,82.0,82.0,81.0,83.0
2599,2014/2015,13/04/15,Liverpool,Newcastle,2.0,0.0,H,1.0,0.0,H,L Mason,14.0,10.0,6.0,3.0,8.0,17.0,6.0,6.0,2.0,0.0,0.0,1.0,1.4,4.5,8.0,79.0,78.0,75.0,79.0,74.0,75.0,74.0,75.0
2600,2014/2015,18/04/15,Chelsea,Man United,1.0,0.0,H,1.0,0.0,H,M Dean,7.0,15.0,2.0,2.0,13.0,11.0,3.0,7.0,7.0,1.0,0.0,0.0,2.0,3.3,4.33,82.0,82.0,81.0,83.0,85.0,80.0,75.0,81.0
2601,2014/2015,18/04/15,Crystal Palace,West Brom,0.0,2.0,A,0.0,1.0,A,J Moss,19.0,8.0,4.0,4.0,17.0,17.0,7.0,6.0,3.0,3.0,0.0,0.0,1.95,3.25,4.2,73.0,73.0,73.0,73.0,74.0,74.0,71.0,74.0
2602,2014/2015,18/04/15,Everton,Burnley,1.0,0.0,H,1.0,0.0,H,M Jones,21.0,10.0,8.0,1.0,12.0,15.0,5.0,6.0,1.0,2.0,0.0,1.0,1.75,3.5,5.0,78.0,78.0,78.0,78.0,71.0,70.0,71.0,70.0
2603,2014/2015,18/04/15,Leicester,Swansea,2.0,0.0,H,1.0,0.0,H,L Probert,18.0,10.0,6.0,6.0,6.0,5.0,6.0,3.0,0.0,2.0,0.0,0.0,2.15,3.3,3.4,71.0,72.0,68.0,72.0,77.0,74.0,74.0,75.0
2604,2014/2015,18/04/15,Stoke,Southampton,2.0,1.0,H,0.0,1.0,A,M Clattenburg,15.0,12.0,2.0,6.0,17.0,17.0,2.0,5.0,0.0,4.0,0.0,0.0,3.2,3.2,2.3,76.0,75.0,74.0,76.0,77.0,75.0,76.0,76.0
2605,2014/2015,19/04/15,Man City,West Ham,2.0,0.0,H,2.0,0.0,H,A Taylor,18.0,9.0,3.0,3.0,10.0,6.0,6.0,3.0,2.0,2.0,0.0,0.0,1.29,5.0,12.0,83.0,82.0,81.0,82.0,75.0,74.0,72.0,75.0
2606,2014/2015,19/04/15,Newcastle,Tottenham,1.0,3.0,A,0.0,1.0,A,K Friend,11.0,14.0,5.0,8.0,11.0,13.0,4.0,3.0,2.0,4.0,0.0,0.0,3.2,3.1,2.38,74.0,75.0,74.0,75.0,78.0,77.0,77.0,78.0
2607,2014/2015,25/04/15,Burnley,Leicester,0.0,1.0,A,0.0,0.0,D,A Taylor,12.0,8.0,4.0,4.0,16.0,16.0,6.0,4.0,3.0,0.0,0.0,0.0,2.62,2.88,3.0,71.0,70.0,71.0,70.0,71.0,72.0,68.0,72.0
2608,2014/2015,25/04/15,Crystal Palace,Hull,0.0,2.0,A,0.0,0.0,D,M Clattenburg,7.0,21.0,3.0,7.0,15.0,10.0,0.0,9.0,0.0,0.0,0.0,0.0,2.1,3.0,4.0,73.0,73.0,73.0,73.0,75.0,73.0,70.0,73.0
2609,2014/2015,25/04/15,Man City,Aston Villa,3.0,2.0,H,1.0,0.0,H,M Dean,11.0,13.0,4.0,4.0,13.0,11.0,7.0,6.0,1.0,2.0,0.0,0.0,1.29,4.8,12.0,83.0,82.0,81.0,82.0,72.0,74.0,74.0,75.0
2610,2014/2015,25/04/15,Newcastle,Swansea,2.0,3.0,A,1.0,1.0,D,N Swarbrick,12.0,11.0,4.0,6.0,14.0,9.0,9.0,6.0,1.0,2.0,0.0,0.0,2.5,2.9,3.1,74.0,75.0,74.0,75.0,77.0,74.0,74.0,75.0
2611,2014/2015,25/04/15,QPR,West Ham,0.0,0.0,D,0.0,0.0,D,M Jones,18.0,8.0,7.0,2.0,14.0,12.0,6.0,6.0,1.0,0.0,0.0,0.0,2.4,3.0,3.2,74.0,74.0,71.0,75.0,75.0,74.0,72.0,75.0
2612,2014/2015,25/04/15,Southampton,Tottenham,2.0,2.0,D,1.0,1.0,D,J Moss,13.0,7.0,4.0,2.0,9.0,10.0,8.0,3.0,1.0,3.0,0.0,0.0,2.1,3.1,3.75,77.0,75.0,76.0,76.0,78.0,77.0,77.0,78.0
2613,2014/2015,25/04/15,Stoke,Sunderland,1.0,1.0,D,1.0,1.0,D,M Atkinson,23.0,15.0,8.0,5.0,14.0,15.0,9.0,8.0,2.0,3.0,0.0,0.0,1.95,3.0,4.5,76.0,75.0,74.0,76.0,76.0,73.0,72.0,74.0
2614,2014/2015,25/04/15,West Brom,Liverpool,0.0,0.0,D,0.0,0.0,D,R East,10.0,22.0,4.0,5.0,12.0,11.0,2.0,4.0,1.0,0.0,0.0,0.0,4.0,3.1,2.05,74.0,74.0,71.0,74.0,79.0,78.0,75.0,79.0
2615,2014/2015,26/04/15,Arsenal,Chelsea,0.0,0.0,D,0.0,0.0,D,M Oliver,12.0,7.0,1.0,3.0,17.0,11.0,6.0,2.0,4.0,3.0,0.0,0.0,2.4,3.1,3.1,80.0,80.0,77.0,80.0,82.0,82.0,81.0,83.0
2616,2014/2015,26/04/15,Everton,Man United,3.0,0.0,H,2.0,0.0,H,A Marriner,9.0,17.0,7.0,4.0,6.0,10.0,7.0,7.0,0.0,2.0,0.0,0.0,3.6,3.0,2.2,78.0,78.0,78.0,78.0,85.0,80.0,75.0,81.0
2617,2014/2015,28/04/15,Hull,Liverpool,1.0,0.0,H,1.0,0.0,H,L Probert,7.0,12.0,4.0,9.0,10.0,10.0,7.0,7.0,2.0,0.0,0.0,0.0,3.8,3.4,2.0,75.0,73.0,70.0,73.0,79.0,78.0,75.0,79.0
2618,2014/2015,29/04/15,Leicester,Chelsea,1.0,3.0,A,1.0,0.0,H,M Clattenburg,8.0,11.0,2.0,4.0,10.0,1.0,2.0,6.0,1.0,0.0,0.0,0.0,4.8,3.8,1.7,71.0,72.0,68.0,72.0,82.0,82.0,81.0,83.0
2619,2014/2015,02/05/15,Aston Villa,Everton,3.0,2.0,H,2.0,0.0,H,M Clattenburg,11.0,9.0,4.0,5.0,13.0,12.0,5.0,3.0,2.0,1.0,0.0,0.0,2.7,3.1,2.7,72.0,74.0,74.0,75.0,78.0,78.0,78.0,78.0
2620,2014/2015,02/05/15,Leicester,Newcastle,3.0,0.0,H,2.0,0.0,H,M Dean,19.0,12.0,7.0,3.0,10.0,13.0,10.0,7.0,1.0,2.0,0.0,2.0,1.91,3.5,4.0,71.0,72.0,68.0,72.0,74.0,75.0,74.0,75.0
2621,2014/2015,02/05/15,Liverpool,QPR,2.0,1.0,H,1.0,0.0,H,M Atkinson,25.0,10.0,8.0,2.0,9.0,18.0,9.0,6.0,2.0,3.0,0.0,1.0,1.4,4.5,8.0,79.0,78.0,75.0,79.0,74.0,74.0,71.0,75.0
2622,2014/2015,02/05/15,Man United,West Brom,0.0,1.0,A,0.0,0.0,D,A Taylor,26.0,6.0,9.0,3.0,10.0,11.0,9.0,3.0,1.0,0.0,0.0,0.0,1.36,4.5,9.0,85.0,80.0,75.0,81.0,74.0,74.0,71.0,74.0
2623,2014/2015,02/05/15,Sunderland,Southampton,2.0,1.0,H,1.0,1.0,D,M Jones,12.0,11.0,6.0,2.0,12.0,13.0,1.0,1.0,2.0,2.0,0.0,1.0,4.0,3.1,2.05,76.0,73.0,72.0,74.0,77.0,75.0,76.0,76.0
2624,2014/2015,02/05/15,Swansea,Stoke,2.0,0.0,H,0.0,0.0,D,C Pawson,16.0,9.0,4.0,3.0,9.0,18.0,6.0,2.0,1.0,2.0,0.0,1.0,2.3,3.2,3.2,77.0,74.0,74.0,75.0,76.0,75.0,74.0,76.0
2625,2014/2015,02/05/15,West Ham,Burnley,1.0,0.0,H,1.0,0.0,H,J Moss,29.0,8.0,7.0,2.0,11.0,7.0,13.0,3.0,3.0,2.0,0.0,1.0,2.25,3.2,3.3,75.0,74.0,72.0,75.0,71.0,70.0,71.0,70.0
2626,2014/2015,03/05/15,Chelsea,Crystal Palace,1.0,0.0,H,1.0,0.0,H,K Friend,17.0,8.0,7.0,1.0,12.0,13.0,3.0,6.0,2.0,2.0,0.0,0.0,1.36,4.8,8.5,82.0,82.0,81.0,83.0,73.0,73.0,73.0,73.0
2627,2014/2015,03/05/15,Tottenham,Man City,0.0,1.0,A,0.0,1.0,A,A Marriner,21.0,15.0,5.0,4.0,6.0,11.0,8.0,7.0,3.0,4.0,0.0,0.0,3.75,3.3,2.05,78.0,77.0,77.0,78.0,83.0,82.0,81.0,82.0
2628,2014/2015,04/05/15,Hull,Arsenal,1.0,3.0,A,0.0,3.0,A,L Mason,8.0,22.0,1.0,9.0,8.0,11.0,0.0,5.0,2.0,0.0,0.0,0.0,5.5,3.5,1.7,75.0,73.0,70.0,73.0,80.0,80.0,77.0,80.0
2629,2014/2015,09/05/15,Aston Villa,West Ham,1.0,0.0,H,1.0,0.0,H,L Mason,15.0,5.0,5.0,1.0,6.0,13.0,2.0,6.0,1.0,1.0,0.0,0.0,1.95,3.4,4.0,72.0,74.0,74.0,75.0,75.0,74.0,72.0,75.0
2630,2014/2015,09/05/15,Crystal Palace,Man United,1.0,2.0,A,0.0,1.0,A,M Oliver,13.0,13.0,4.0,4.0,13.0,12.0,7.0,6.0,0.0,1.0,0.0,0.0,4.33,3.3,1.91,73.0,73.0,73.0,73.0,85.0,80.0,75.0,81.0
2631,2014/2015,09/05/15,Everton,Sunderland,0.0,2.0,A,0.0,0.0,D,L Probert,22.0,10.0,4.0,3.0,10.0,9.0,15.0,1.0,2.0,3.0,0.0,0.0,1.73,3.5,5.0,78.0,78.0,78.0,78.0,76.0,73.0,72.0,74.0
2632,2014/2015,09/05/15,Hull,Burnley,0.0,1.0,A,0.0,0.0,D,M Atkinson,21.0,8.0,3.0,2.0,16.0,12.0,9.0,3.0,1.0,1.0,0.0,0.0,1.95,3.4,4.0,75.0,73.0,70.0,73.0,71.0,70.0,71.0,70.0
2633,2014/2015,09/05/15,Leicester,Southampton,2.0,0.0,H,2.0,0.0,H,R East,10.0,10.0,3.0,3.0,12.0,10.0,4.0,8.0,1.0,0.0,0.0,0.0,2.62,3.1,2.8,71.0,72.0,68.0,72.0,77.0,75.0,76.0,76.0
2634,2014/2015,09/05/15,Newcastle,West Brom,1.0,1.0,D,1.0,1.0,D,C Foy,15.0,8.0,5.0,3.0,11.0,17.0,7.0,2.0,2.0,3.0,0.0,0.0,2.62,3.1,2.8,74.0,75.0,74.0,75.0,74.0,74.0,71.0,74.0
2635,2014/2015,09/05/15,Stoke,Tottenham,3.0,0.0,H,2.0,0.0,H,M Clattenburg,17.0,9.0,9.0,3.0,14.0,12.0,6.0,8.0,0.0,0.0,0.0,1.0,2.8,3.1,2.62,76.0,75.0,74.0,76.0,78.0,77.0,77.0,78.0
2636,2014/2015,10/05/15,Chelsea,Liverpool,1.0,1.0,D,1.0,1.0,D,A Marriner,8.0,15.0,3.0,4.0,13.0,11.0,6.0,4.0,4.0,3.0,0.0,0.0,2.1,3.2,3.75,82.0,82.0,81.0,83.0,79.0,78.0,75.0,79.0
2637,2014/2015,10/05/15,Man City,QPR,6.0,0.0,H,2.0,0.0,H,M Dean,23.0,9.0,11.0,3.0,12.0,7.0,7.0,4.0,0.0,1.0,0.0,0.0,1.22,6.0,13.0,83.0,82.0,81.0,82.0,74.0,74.0,71.0,75.0
2638,2014/2015,11/05/15,Arsenal,Swansea,0.0,1.0,A,0.0,0.0,D,K Friend,23.0,8.0,9.0,3.0,7.0,10.0,6.0,1.0,0.0,1.0,0.0,0.0,1.33,5.0,9.0,80.0,80.0,77.0,80.0,77.0,74.0,74.0,75.0
2639,2014/2015,16/05/15,Burnley,Stoke,0.0,0.0,D,0.0,0.0,D,M Oliver,11.0,11.0,4.0,3.0,14.0,9.0,7.0,6.0,1.0,2.0,0.0,0.0,2.7,3.1,2.7,71.0,70.0,71.0,70.0,76.0,75.0,74.0,76.0
2640,2014/2015,16/05/15,Liverpool,Crystal Palace,1.0,3.0,A,1.0,1.0,D,J Moss,18.0,15.0,3.0,6.0,10.0,17.0,4.0,5.0,2.0,3.0,0.0,0.0,1.44,4.2,8.0,79.0,78.0,75.0,79.0,73.0,73.0,73.0,73.0
2641,2014/2015,16/05/15,QPR,Newcastle,2.0,1.0,H,0.0,1.0,A,L Probert,8.0,22.0,4.0,8.0,12.0,8.0,3.0,12.0,2.0,0.0,0.0,0.0,2.9,3.25,2.4,74.0,74.0,71.0,75.0,74.0,75.0,74.0,75.0
2642,2014/2015,16/05/15,Southampton,Aston Villa,6.0,1.0,H,5.0,1.0,H,R Madley,18.0,9.0,11.0,4.0,19.0,7.0,6.0,3.0,1.0,1.0,0.0,0.0,1.75,3.5,5.0,77.0,75.0,76.0,76.0,72.0,74.0,74.0,75.0
2643,2014/2015,16/05/15,Sunderland,Leicester,0.0,0.0,D,0.0,0.0,D,M Atkinson,13.0,11.0,3.0,0.0,14.0,15.0,8.0,9.0,4.0,1.0,0.0,0.0,2.7,3.1,2.7,76.0,73.0,72.0,74.0,71.0,72.0,68.0,72.0
2644,2014/2015,16/05/15,Tottenham,Hull,2.0,0.0,H,0.0,0.0,D,A Taylor,10.0,14.0,3.0,2.0,10.0,6.0,6.0,8.0,3.0,1.0,0.0,0.0,1.8,3.3,5.0,78.0,77.0,77.0,78.0,75.0,73.0,70.0,73.0
2645,2014/2015,16/05/15,West Ham,Everton,1.0,2.0,A,0.0,0.0,D,K Friend,13.0,21.0,3.0,5.0,12.0,14.0,7.0,8.0,1.0,4.0,0.0,0.0,2.8,3.1,2.6,75.0,74.0,72.0,75.0,78.0,78.0,78.0,78.0
2646,2014/2015,17/05/15,Man United,Arsenal,1.0,1.0,D,1.0,0.0,H,M Dean,12.0,5.0,4.0,3.0,16.0,8.0,5.0,5.0,1.0,0.0,0.0,0.0,2.5,3.1,3.0,85.0,80.0,75.0,81.0,80.0,80.0,77.0,80.0
2647,2014/2015,17/05/15,Swansea,Man City,2.0,4.0,A,1.0,2.0,A,M Clattenburg,13.0,22.0,9.0,11.0,8.0,8.0,11.0,7.0,0.0,3.0,0.0,0.0,5.0,3.5,1.75,77.0,74.0,74.0,75.0,83.0,82.0,81.0,82.0
2648,2014/2015,18/05/15,West Brom,Chelsea,3.0,0.0,H,1.0,0.0,H,M Jones,9.0,12.0,5.0,3.0,12.0,11.0,3.0,4.0,3.0,2.0,0.0,1.0,4.0,3.1,2.05,74.0,74.0,71.0,74.0,82.0,82.0,81.0,83.0
2649,2014/2015,20/05/15,Arsenal,Sunderland,0.0,0.0,D,0.0,0.0,D,A Taylor,28.0,7.0,8.0,3.0,6.0,8.0,5.0,2.0,1.0,0.0,0.0,0.0,1.29,5.5,11.0,80.0,80.0,77.0,80.0,76.0,73.0,72.0,74.0
2650,2014/2015,24/05/15,Arsenal,West Brom,4.0,1.0,H,4.0,0.0,H,R Madley,24.0,14.0,13.0,5.0,6.0,7.0,7.0,3.0,1.0,0.0,0.0,0.0,1.4,4.5,8.0,80.0,80.0,77.0,80.0,74.0,74.0,71.0,74.0
